Time step:,xu:,x0:,x1:,x2:,x3:,Integral:,%ee:
723,0.0554652,0.0714672,0.288904,0.396499,0.187664,1.3551,5.54652
724,0.0552438,0.0715238,0.289052,0.396567,0.187613,1.35497,5.52438
725,0.0550232,0.0715804,0.2892,0.396635,0.187562,1.35484,5.50232
726,0.0548036,0.0716367,0.289347,0.396702,0.187511,1.35472,5.48036
727,0.0545848,0.0716928,0.289493,0.396769,0.18746,1.35459,5.45848
728,0.0543669,0.0717488,0.289639,0.396835,0.18741,1.35446,5.43669
729,0.0541499,0.0718046,0.289785,0.396902,0.187359,1.35433,5.41499
730,0.0539337,0.0718602,0.28993,0.396968,0.187309,1.35421,5.39337
731,0.0537184,0.0719157,0.290074,0.397034,0.187258,1.35408,5.37184
732,0.0535039,0.071971,0.290218,0.397099,0.187208,1.35396,5.35039
733,0.0532904,0.0720261,0.290362,0.397164,0.187158,1.35384,5.32904
734,0.0530776,0.072081,0.290505,0.397229,0.187108,1.35371,5.30776
735,0.0528657,0.0721358,0.290647,0.397293,0.187058,1.35359,5.28657
736,0.0526547,0.0721904,0.290789,0.397357,0.187008,1.35347,5.26547
737,0.0524445,0.0722448,0.290931,0.397421,0.186959,1.35335,5.24445
738,0.0522351,0.0722991,0.291072,0.397485,0.186909,1.35323,5.22351
739,0.0520266,0.0723531,0.291212,0.397548,0.18686,1.35311,5.20266
740,0.0518189,0.0724071,0.291352,0.397611,0.186811,1.35299,5.18189
741,0.0516121,0.0724608,0.291492,0.397674,0.186762,1.35288,5.16121
742,0.051406,0.0725144,0.291631,0.397736,0.186713,1.35276,5.1406
743,0.0512008,0.0725678,0.291769,0.397798,0.186664,1.35264,5.12008
744,0.0509964,0.072621,0.291907,0.39786,0.186615,1.35253,5.09964
745,0.0507928,0.0726741,0.292045,0.397922,0.186566,1.35241,5.07928
746,0.0505901,0.072727,0.292182,0.397983,0.186518,1.3523,5.05901
747,0.0503881,0.0727797,0.292319,0.398044,0.18647,1.35218,5.03881
748,0.050187,0.0728323,0.292455,0.398105,0.186421,1.35207,5.0187
749,0.0499866,0.0728847,0.29259,0.398165,0.186373,1.35196,4.99866
750,0.0497871,0.0729369,0.292726,0.398225,0.186325,1.35185,4.97871
751,0.0495883,0.072989,0.29286,0.398285,0.186277,1.35174,4.95883
752,0.0493904,0.0730409,0.292995,0.398344,0.18623,1.35163,4.93904
753,0.0491932,0.0730927,0.293128,0.398404,0.186182,1.35152,4.91932
754,0.0489968,0.0731442,0.293262,0.398463,0.186134,1.35141,4.89968
755,0.0488012,0.0731956,0.293395,0.398521,0.186087,1.3513,4.88012
756,0.0486064,0.0732469,0.293527,0.39858,0.18604,1.35119,4.86064
757,0.0484124,0.073298,0.293659,0.398638,0.185993,1.35109,4.84124
758,0.0482191,0.0733489,0.29379,0.398696,0.185946,1.35098,4.82191
759,0.0480266,0.0733997,0.293921,0.398754,0.185899,1.35088,4.80266
760,0.0478349,0.0734503,0.294052,0.398811,0.185852,1.35077,4.78349
761,0.0476439,0.0735007,0.294182,0.398868,0.185805,1.35067,4.76439
762,0.0474537,0.073551,0.294312,0.398925,0.185759,1.35056,4.74537
763,0.0472643,0.0736011,0.294441,0.398982,0.185712,1.35046,4.72643
764,0.0470756,0.0736511,0.294569,0.399038,0.185666,1.35036,4.70756
765,0.0468877,0.0737009,0.294698,0.399094,0.18562,1.35025,4.68877
766,0.0467005,0.0737505,0.294825,0.39915,0.185574,1.35015,4.67005
767,0.0465141,0.0738,0.294953,0.399205,0.185528,1.35005,4.65141
768,0.0463284,0.0738493,0.29508,0.39926,0.185482,1.34995,4.63284
769,0.0461435,0.0738985,0.295206,0.399316,0.185436,1.34985,4.61435
770,0.0459593,0.0739475,0.295332,0.39937,0.185391,1.34975,4.59593
771,0.0457758,0.0739963,0.295458,0.399425,0.185345,1.34966,4.57758
772,0.045593,0.074045,0.295583,0.399479,0.1853,1.34956,4.5593
773,0.045411,0.0740936,0.295707,0.399533,0.185255,1.34946,4.5411
774,0.0452298,0.074142,0.295832,0.399587,0.18521,1.34937,4.52298
775,0.0450492,0.0741902,0.295956,0.39964,0.185165,1.34927,4.50492
776,0.0448694,0.0742382,0.296079,0.399694,0.18512,1.34917,4.48694
777,0.0446902,0.0742862,0.296202,0.399747,0.185075,1.34908,4.46902
778,0.0445118,0.0743339,0.296324,0.399799,0.185031,1.34899,4.45118
779,0.0443342,0.0743815,0.296446,0.399852,0.184986,1.34889,4.43342
780,0.0441572,0.074429,0.296568,0.399904,0.184942,1.3488,4.41572
781,0.0439809,0.0744763,0.296689,0.399956,0.184898,1.34871,4.39809
782,0.0438053,0.0745234,0.29681,0.400008,0.184853,1.34861,4.38053
783,0.0436304,0.0745704,0.29693,0.400059,0.184809,1.34852,4.36304
784,0.0434563,0.0746173,0.29705,0.400111,0.184766,1.34843,4.34563
785,0.0432828,0.074664,0.29717,0.400162,0.184722,1.34834,4.32828
786,0.04311,0.0747105,0.297289,0.400213,0.184678,1.34825,4.311
787,0.0429379,0.0747569,0.297407,0.400263,0.184635,1.34816,4.29379
788,0.0427665,0.0748031,0.297526,0.400314,0.184591,1.34807,4.27665
789,0.0425958,0.0748492,0.297643,0.400364,0.184548,1.34799,4.25958
790,0.0424257,0.0748951,0.297761,0.400414,0.184505,1.3479,4.24257
791,0.0422564,0.0749409,0.297878,0.400463,0.184462,1.34781,4.22564
792,0.0420877,0.0749866,0.297994,0.400513,0.184419,1.34772,4.20877
793,0.0419197,0.0750321,0.29811,0.400562,0.184376,1.34764,4.19197
794,0.0417523,0.0750774,0.298226,0.400611,0.184333,1.34755,4.17523
795,0.0415857,0.0751226,0.298341,0.40066,0.184291,1.34747,4.15857
796,0.0414196,0.0751676,0.298456,0.400708,0.184248,1.34738,4.14196
797,0.0412543,0.0752125,0.298571,0.400757,0.184206,1.3473,4.12543
798,0.0410896,0.0752573,0.298685,0.400805,0.184164,1.34722,4.10896
799,0.0409256,0.0753019,0.298799,0.400852,0.184121,1.34713,4.09256
800,0.0407622,0.0753464,0.298912,0.4009,0.184079,1.34705,4.07622
801,0.0405995,0.0753907,0.299025,0.400948,0.184038,1.34697,4.05995
802,0.0404374,0.0754349,0.299137,0.400995,0.183996,1.34689,4.04374
803,0.040276,0.0754789,0.299249,0.401042,0.183954,1.3468,4.0276
804,0.0401152,0.0755228,0.299361,0.401088,0.183913,1.34672,4.01152
805,0.0399551,0.0755665,0.299472,0.401135,0.183871,1.34664,3.99551
806,0.0397956,0.0756101,0.299583,0.401181,0.18383,1.34656,3.97956
807,0.0396367,0.0756536,0.299694,0.401227,0.183789,1.34649,3.96367
808,0.0394785,0.0756969,0.299804,0.401273,0.183748,1.34641,3.94785
809,0.0393209,0.07574,0.299913,0.401319,0.183707,1.34633,3.93209
810,0.0391639,0.0757831,0.300023,0.401365,0.183666,1.34625,3.91639
811,0.0390076,0.0758259,0.300132,0.40141,0.183625,1.34617,3.90076
812,0.0388518,0.0758687,0.30024,0.401455,0.183584,1.3461,3.88518
813,0.0386967,0.0759113,0.300348,0.4015,0.183544,1.34602,3.86967
814,0.0385423,0.0759538,0.300456,0.401544,0.183504,1.34594,3.85423
815,0.0383884,0.0759961,0.300563,0.401589,0.183463,1.34587,3.83884
816,0.0382352,0.0760383,0.30067,0.401633,0.183423,1.34579,3.82352
817,0.0380825,0.0760803,0.300777,0.401677,0.183383,1.34572,3.80825
818,0.0379305,0.0761222,0.300883,0.401721,0.183343,1.34565,3.79305
819,0.0377791,0.076164,0.300989,0.401765,0.183303,1.34557,3.77791
820,0.0376283,0.0762056,0.301095,0.401808,0.183264,1.3455,3.76283
821,0.037478,0.0762471,0.3012,0.401851,0.183224,1.34543,3.7478
822,0.0373284,0.0762884,0.301304,0.401894,0.183185,1.34535,3.73284
823,0.0371794,0.0763297,0.301409,0.401937,0.183145,1.34528,3.71794
824,0.037031,0.0763707,0.301513,0.40198,0.183106,1.34521,3.7031
825,0.0368832,0.0764117,0.301616,0.402022,0.183067,1.34514,3.68832
826,0.0367359,0.0764525,0.301719,0.402064,0.183028,1.34507,3.67359
827,0.0365893,0.0764932,0.301822,0.402106,0.182989,1.345,3.65893
828,0.0364432,0.0765337,0.301925,0.402148,0.18295,1.34493,3.64432
829,0.0362977,0.0765741,0.302027,0.40219,0.182911,1.34486,3.62977
830,0.0361528,0.0766144,0.302129,0.402231,0.182873,1.34479,3.61528
831,0.0360085,0.0766545,0.30223,0.402273,0.182834,1.34472,3.60085
832,0.0358648,0.0766945,0.302331,0.402314,0.182796,1.34465,3.58648
833,0.0357216,0.0767344,0.302432,0.402355,0.182758,1.34459,3.57216
834,0.035579,0.0767741,0.302532,0.402395,0.18272,1.34452,3.5579
835,0.035437,0.0768137,0.302632,0.402436,0.182682,1.34445,3.5437
836,0.0352955,0.0768532,0.302731,0.402476,0.182644,1.34439,3.52955
837,0.0351546,0.0768925,0.302831,0.402517,0.182606,1.34432,3.51546
838,0.0350143,0.0769317,0.302929,0.402556,0.182568,1.34425,3.50143
839,0.0348745,0.0769708,0.303028,0.402596,0.182531,1.34419,3.48745
840,0.0347353,0.0770098,0.303126,0.402636,0.182493,1.34412,3.47353
841,0.0345966,0.0770486,0.303224,0.402675,0.182456,1.34406,3.45966
842,0.0344585,0.0770873,0.303321,0.402715,0.182418,1.34399,3.44585
843,0.0343209,0.0771258,0.303418,0.402754,0.182381,1.34393,3.43209
844,0.0341839,0.0771643,0.303515,0.402793,0.182344,1.34387,3.41839
845,0.0340475,0.0772026,0.303611,0.402831,0.182307,1.3438,3.40475
846,0.0339115,0.0772407,0.303707,0.40287,0.182271,1.34374,3.39115
847,0.0337762,0.0772788,0.303803,0.402908,0.182234,1.34368,3.37762
848,0.0336413,0.0773167,0.303898,0.402946,0.182197,1.34362,3.36413
849,0.033507,0.0773545,0.303993,0.402984,0.182161,1.34356,3.3507
850,0.0333733,0.0773921,0.304088,0.403022,0.182124,1.34349,3.33733
851,0.03324,0.0774297,0.304182,0.40306,0.182088,1.34343,3.324
852,0.0331073,0.0774671,0.304276,0.403097,0.182052,1.34337,3.31073
853,0.0329752,0.0775044,0.30437,0.403135,0.182016,1.34331,3.29752
854,0.0328435,0.0775415,0.304463,0.403172,0.18198,1.34325,3.28435
855,0.0327124,0.0775786,0.304556,0.403209,0.181944,1.34319,3.27124
856,0.0325818,0.0776155,0.304649,0.403245,0.181908,1.34314,3.25818
857,0.0324518,0.0776522,0.304741,0.403282,0.181873,1.34308,3.24518
858,0.0323222,0.0776889,0.304833,0.403319,0.181837,1.34302,3.23222
859,0.0321932,0.0777254,0.304925,0.403355,0.181802,1.34296,3.21932
860,0.0320647,0.0777619,0.305016,0.403391,0.181766,1.3429,3.20647
861,0.0319367,0.0777981,0.305107,0.403427,0.181731,1.34285,3.19367
862,0.0318092,0.0778343,0.305198,0.403463,0.181696,1.34279,3.18092
863,0.0316822,0.0778704,0.305288,0.403498,0.181661,1.34273,3.16822
864,0.0315557,0.0779063,0.305378,0.403534,0.181626,1.34268,3.15557
865,0.0314298,0.0779421,0.305468,0.403569,0.181591,1.34262,3.14298
866,0.0313043,0.0779778,0.305557,0.403604,0.181557,1.34256,3.13043
867,0.0311793,0.0780133,0.305646,0.403639,0.181522,1.34251,3.11793
868,0.0310549,0.0780488,0.305735,0.403674,0.181488,1.34245,3.10549
869,0.0309309,0.0780841,0.305823,0.403709,0.181453,1.3424,3.09309
870,0.0308074,0.0781193,0.305911,0.403743,0.181419,1.34235,3.08074
871,0.0306844,0.0781544,0.305999,0.403778,0.181385,1.34229,3.06844
872,0.0305619,0.0781893,0.306086,0.403812,0.181351,1.34224,3.05619
873,0.0304399,0.0782242,0.306173,0.403846,0.181317,1.34218,3.04399
874,0.0303184,0.0782589,0.30626,0.40388,0.181283,1.34213,3.03184
875,0.0301974,0.0782935,0.306346,0.403914,0.181249,1.34208,3.01974
876,0.0300768,0.078328,0.306433,0.403947,0.181215,1.34203,3.00768
877,0.0299568,0.0783624,0.306518,0.403981,0.181182,1.34197,2.99568
878,0.0298372,0.0783966,0.306604,0.404014,0.181148,1.34192,2.98372
879,0.0297181,0.0784308,0.306689,0.404047,0.181115,1.34187,2.97181
880,0.0295994,0.0784648,0.306774,0.40408,0.181082,1.34182,2.95994
881,0.0294813,0.0784987,0.306859,0.404113,0.181049,1.34177,2.94813
882,0.0293636,0.0785325,0.306943,0.404145,0.181016,1.34172,2.93636
883,0.0292464,0.0785662,0.307027,0.404178,0.180983,1.34167,2.92464
884,0.0291296,0.0785997,0.307111,0.40421,0.18095,1.34162,2.91296
885,0.0290133,0.0786332,0.307194,0.404243,0.180917,1.34157,2.90133
886,0.0288975,0.0786665,0.307277,0.404275,0.180884,1.34152,2.88975
887,0.0287821,0.0786997,0.30736,0.404307,0.180852,1.34147,2.87821
888,0.0286672,0.0787328,0.307442,0.404338,0.180819,1.34142,2.86672
889,0.0285528,0.0787658,0.307524,0.40437,0.180787,1.34137,2.85528
890,0.0284388,0.0787987,0.307606,0.404402,0.180755,1.34133,2.84388
891,0.0283253,0.0788315,0.307688,0.404433,0.180723,1.34128,2.83253
892,0.0282122,0.0788641,0.307769,0.404464,0.180691,1.34123,2.82122
893,0.0280996,0.0788967,0.30785,0.404495,0.180659,1.34118,2.80996
894,0.0279874,0.0789291,0.307931,0.404526,0.180627,1.34114,2.79874
895,0.0278757,0.0789614,0.308011,0.404557,0.180595,1.34109,2.78757
896,0.0277644,0.0789936,0.308091,0.404588,0.180563,1.34104,2.77644
897,0.0276536,0.0790257,0.308171,0.404618,0.180532,1.341,2.76536
898,0.0275432,0.0790577,0.30825,0.404648,0.1805,1.34095,2.75432
899,0.0274332,0.0790896,0.30833,0.404679,0.180469,1.34091,2.74332
900,0.0273237,0.0791213,0.308408,0.404709,0.180438,1.34086,2.73237
901,0.0272146,0.079153,0.308487,0.404739,0.180406,1.34082,2.72146
902,0.027106,0.0791846,0.308565,0.404769,0.180375,1.34077,2.7106
903,0.0269978,0.079216,0.308643,0.404798,0.180344,1.34073,2.69978
904,0.02689,0.0792473,0.308721,0.404828,0.180313,1.34068,2.689
905,0.0267827,0.0792786,0.308799,0.404857,0.180283,1.34064,2.67827
906,0.0266758,0.0793097,0.308876,0.404887,0.180252,1.34059,2.66758
907,0.0265693,0.0793407,0.308953,0.404916,0.180221,1.34055,2.65693
908,0.0264632,0.0793716,0.30903,0.404945,0.180191,1.34051,2.64632
909,0.0263576,0.0794024,0.309106,0.404974,0.180161,1.34047,2.63576
910,0.0262523,0.0794331,0.309182,0.405002,0.18013,1.34042,2.62523
911,0.0261475,0.0794637,0.309258,0.405031,0.1801,1.34038,2.61475
912,0.0260432,0.0794942,0.309333,0.40506,0.18007,1.34034,2.60432
913,0.0259392,0.0795245,0.309409,0.405088,0.18004,1.3403,2.59392
914,0.0258356,0.0795548,0.309483,0.405116,0.18001,1.34025,2.58356
915,0.0257325,0.079585,0.309558,0.405144,0.17998,1.34021,2.57325
916,0.0256298,0.079615,0.309633,0.405172,0.17995,1.34017,2.56298
917,0.0255275,0.079645,0.309707,0.4052,0.179921,1.34013,2.55275
918,0.0254256,0.0796749,0.309781,0.405228,0.179891,1.34009,2.54256
919,0.0253241,0.0797046,0.309854,0.405255,0.179862,1.34005,2.53241
920,0.025223,0.0797343,0.309928,0.405283,0.179832,1.34001,2.5223
921,0.0251223,0.0797638,0.310001,0.40531,0.179803,1.33997,2.51223
922,0.025022,0.0797933,0.310073,0.405338,0.179774,1.33993,2.5022
923,0.0249221,0.0798226,0.310146,0.405365,0.179745,1.33989,2.49221
924,0.0248226,0.0798518,0.310218,0.405392,0.179716,1.33985,2.48226
925,0.0247235,0.079881,0.31029,0.405419,0.179687,1.33981,2.47235
926,0.0246248,0.07991,0.310362,0.405445,0.179658,1.33977,2.46248
927,0.0245265,0.079939,0.310433,0.405472,0.179629,1.33974,2.45265
928,0.0244286,0.0799678,0.310505,0.405498,0.179601,1.3397,2.44286
929,0.0243311,0.0799965,0.310576,0.405525,0.179572,1.33966,2.43311
930,0.024234,0.0800252,0.310646,0.405551,0.179544,1.33962,2.4234
931,0.0241372,0.0800537,0.310717,0.405577,0.179515,1.33958,2.41372
932,0.0240409,0.0800821,0.310787,0.405603,0.179487,1.33955,2.40409
933,0.0239449,0.0801105,0.310857,0.405629,0.179459,1.33951,2.39449
934,0.0238493,0.0801387,0.310926,0.405655,0.179431,1.33947,2.38493
935,0.0237541,0.0801669,0.310996,0.405681,0.179403,1.33944,2.37541
936,0.0236593,0.0801949,0.311065,0.405706,0.179375,1.3394,2.36593
937,0.0235648,0.0802229,0.311134,0.405732,0.179347,1.33936,2.35648
938,0.0234708,0.0802507,0.311202,0.405757,0.179319,1.33933,2.34708
939,0.0233771,0.0802785,0.311271,0.405782,0.179291,1.33929,2.33771
940,0.0232837,0.0803061,0.311339,0.405807,0.179264,1.33925,2.32837
941,0.0231908,0.0803337,0.311407,0.405832,0.179236,1.33922,2.31908
942,0.0230982,0.0803611,0.311475,0.405857,0.179209,1.33918,2.30982
943,0.023006,0.0803885,0.311542,0.405882,0.179182,1.33915,2.3006
944,0.0229142,0.0804158,0.311609,0.405907,0.179154,1.33911,2.29142
945,0.0228227,0.0804429,0.311676,0.405931,0.179127,1.33908,2.28227
946,0.0227316,0.08047,0.311743,0.405956,0.1791,1.33905,2.27316
947,0.0226408,0.080497,0.311809,0.40598,0.179073,1.33901,2.26408
948,0.0225505,0.0805239,0.311875,0.406004,0.179047,1.33898,2.25505
949,0.0224604,0.0805507,0.311941,0.406028,0.17902,1.33894,2.24604
950,0.0223708,0.0805774,0.312007,0.406052,0.178993,1.33891,2.23708
951,0.0222815,0.080604,0.312072,0.406076,0.178966,1.33888,2.22815
952,0.0221925,0.0806305,0.312137,0.4061,0.17894,1.33884,2.21925
953,0.0221039,0.080657,0.312202,0.406123,0.178913,1.33881,2.21039
954,0.0220157,0.0806833,0.312267,0.406147,0.178887,1.33878,2.20157
955,0.0219278,0.0807095,0.312331,0.406171,0.178861,1.33875,2.19278
956,0.0218403,0.0807357,0.312396,0.406194,0.178835,1.33871,2.18403
957,0.0217531,0.0807617,0.31246,0.406217,0.178809,1.33868,2.17531
958,0.0216662,0.0807877,0.312523,0.40624,0.178783,1.33865,2.16662
959,0.0215797,0.0808136,0.312587,0.406263,0.178757,1.33862,2.15797
960,0.0214936,0.0808394,0.31265,0.406286,0.178731,1.33859,2.14936
961,0.0214078,0.0808651,0.312713,0.406309,0.178705,1.33855,2.14078
962,0.0213223,0.0808907,0.312776,0.406332,0.178679,1.33852,2.13223
963,0.0212372,0.0809162,0.312838,0.406354,0.178654,1.33849,2.12372
964,0.0211524,0.0809416,0.312901,0.406377,0.178628,1.33846,2.11524
965,0.021068,0.0809669,0.312963,0.406399,0.178603,1.33843,2.1068
966,0.0209839,0.0809922,0.313025,0.406422,0.178577,1.3384,2.09839
967,0.0209001,0.0810173,0.313086,0.406444,0.178552,1.33837,2.09001
968,0.0208167,0.0810424,0.313148,0.406466,0.178527,1.33834,2.08167
969,0.0207336,0.0810674,0.313209,0.406488,0.178502,1.33831,2.07336
970,0.0206508,0.0810923,0.31327,0.40651,0.178477,1.33828,2.06508
971,0.0205684,0.0811171,0.313331,0.406532,0.178452,1.33825,2.05684
972,0.0204863,0.0811418,0.313391,0.406554,0.178427,1.33822,2.04863
973,0.0204045,0.0811664,0.313452,0.406575,0.178402,1.33819,2.04045
974,0.020323,0.081191,0.313512,0.406597,0.178378,1.33816,2.0323
975,0.0202419,0.0812154,0.313572,0.406618,0.178353,1.33813,2.02419
976,0.0201611,0.0812398,0.313631,0.40664,0.178328,1.3381,2.01611
977,0.0200806,0.0812641,0.313691,0.406661,0.178304,1.33808,2.00806
978,0.0200005,0.0812883,0.31375,0.406682,0.17828,1.33805,2.00005
979,0.0199206,0.0813124,0.313809,0.406703,0.178255,1.33802,1.99206
980,0.0198411,0.0813364,0.313867,0.406724,0.178231,1.33799,1.98411
981,0.0197619,0.0813603,0.313926,0.406745,0.178207,1.33796,1.97619
982,0.019683,0.0813842,0.313984,0.406766,0.178183,1.33794,1.9683
983,0.0196044,0.081408,0.314042,0.406786,0.178159,1.33791,1.96044
984,0.0195262,0.0814316,0.3141,0.406807,0.178135,1.33788,1.95262
985,0.0194482,0.0814553,0.314158,0.406827,0.178111,1.33785,1.94482
986,0.0193706,0.0814788,0.314215,0.406848,0.178087,1.33783,1.93706
987,0.0192932,0.0815022,0.314273,0.406868,0.178064,1.3378,1.92932
988,0.0192162,0.0815256,0.31433,0.406888,0.17804,1.33777,1.92162
989,0.0191395,0.0815488,0.314386,0.406908,0.178017,1.33775,1.91395
990,0.0190631,0.081572,0.314443,0.406928,0.177993,1.33772,1.90631
991,0.018987,0.0815951,0.314499,0.406948,0.17797,1.33769,1.8987
992,0.0189112,0.0816182,0.314556,0.406968,0.177947,1.33767,1.89112
993,0.0188357,0.0816411,0.314612,0.406988,0.177923,1.33764,1.88357
994,0.0187605,0.081664,0.314667,0.407008,0.1779,1.33762,1.87605
995,0.0186856,0.0816867,0.314723,0.407027,0.177877,1.33759,1.86856
996,0.018611,0.0817094,0.314778,0.407047,0.177854,1.33756,1.8611
997,0.0185368,0.0817321,0.314833,0.407066,0.177831,1.33754,1.85368
998,0.0184628,0.0817546,0.314888,0.407086,0.177809,1.33751,1.84628
999,0.018389,0.0817771,0.314943,0.407105,0.177786,1.33749,1.8389
1000,0.0183156,0.0817994,0.314998,0.407124,0.177763,1.33746,1.83156
